video_id,title,published_at,duration_sec,views,likes,comments,tags,category_id,definition,has_captions
lpK71OwmG0s,Alex The Analyst Q/A Livestream | Come Ask Me Anything,2025-07-10 14:21:00+00:00,4578,5467,235,19,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
QC1Jased-PA,Reading and Writing Files in R | R for Data Analytics Series,2025-07-08 12:00:56+00:00,620,3536,82,6,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
O5nQKzBb0oc,Operators in R | R for Data Analytics Series,2025-07-01 12:00:58+00:00,708,5880,120,8,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
73S2SJSTgQU,"Basics of R | Environment, Variables, Data Types | R for Data Analytics Series",2025-06-24 12:00:13+00:00,689,17556,196,11,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
TsnGd6p9oTk,Installing R and R Studio | R for Data Analytics Series,2025-06-17 12:00:48+00:00,359,30867,397,14,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
DsI1vG-kXR8,Best Resources to Learn Data Analytics in 2025,2025-06-10 12:00:19+00:00,407,29602,1123,50,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
4lhPHhPkVLM,Best Resources to Learn Data Visualization in 2025,2025-06-03 12:00:19+00:00,268,16443,429,30,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
dkU5n0G7FRQ,Best Resources to Learn Excel in 2025,2025-05-27 12:01:27+00:00,289,22204,914,15,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
kagUDLvrcZ8,Best Resources to Learn Python in 2025,2025-05-20 12:01:32+00:00,309,27560,921,51,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
P5uJYPjUtlc,Best Resources to Learn SQL in 2025,2025-05-13 12:00:49+00:00,371,33787,1138,36,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
dStNNjOKML4,How to Practice for General Technical Interviews | Analyst Builder,2025-05-06 12:01:11+00:00,621,5759,193,18,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
OQM9x6E3ojo,How to Lie with Data | Biased Data Collection,2025-04-29 12:00:46+00:00,262,3793,108,12,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
z39SB95JbDo,How to Lie with Data | Correlations,2025-04-22 12:01:50+00:00,213,3663,135,18,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
W5CQb7klLCs,How to Lie with Data | Cherry Picking Data,2025-04-15 12:00:53+00:00,252,4208,165,8,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
xb5-UX-jYw0,How to Lie with Data | Averages,2025-04-08 12:01:32+00:00,407,4627,238,15,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
V3ouFOBQP0k,How to Lie with Data | Percentages and Baseline Numbers,2025-04-01 12:00:46+00:00,318,4918,230,11,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
oi9W142ELN0,1 Million YouTube Play Button Unboxing!,2025-03-25 12:01:10+00:00,460,3748,248,81,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
5n52mlp9Ym0,Maven Analytics + Analyst Builder Lifetime Access (Ends March 31st),2025-03-24 12:00:07+00:00,315,9635,265,42,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
hgp91KvbJV4,How to Lie with Data | Misleading Graphs,2025-03-18 12:01:07+00:00,326,7856,320,22,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
1ql4kNv0_qY,Where to find the Best Healthcare Data,2025-03-11 12:00:02+00:00,471,11365,556,26,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
r5512UY3MTc,1 Million Subscriber Livestream!! Giveaways + Chat,2025-03-05 17:07:10+00:00,6014,10386,668,68,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
XuOcmjIbFGg,"Taking a look at Real Healthcare Data | ICD11, CPT, HCPCS, Claims",2025-03-04 13:00:44+00:00,916,14533,621,35,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
Ka2mDrKEAhg,How to Become a Healthcare Analyst in 2025,2025-02-25 13:00:21+00:00,1072,48309,2186,216,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
k8nBWL6K884,What is Healthcare Analytics?,2025-02-18 13:01:11+00:00,656,43618,1811,93,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
WpX2F2BS3Qc,What is Data Cleaning? | Data Fundamentals for Beginners,2025-02-11 13:00:47+00:00,424,70674,1810,34,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
cd_jj0IRmaA,What is Data Collection? | Data Fundamentals for Beginners,2025-02-04 13:00:52+00:00,283,32291,944,18,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
OcG0B4ny1cE,What are File Types? | Data Fundamentals for Beginners,2025-01-28 13:00:34+00:00,387,19080,543,11,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
hXpt8zj_ajc,What are Data Types? | Data Fundamentals for Beginners,2025-01-21 13:00:55+00:00,294,21341,608,20,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
ItZlTixh6Bs,What are KPIs and Metrics? | Data Fundamental for Beginners,2025-01-14 13:00:34+00:00,346,47662,1620,40,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
PEWMgtu-1e4,What is Data? | Data Fundamentals for Beginners,2025-01-07 13:00:35+00:00,416,40744,1221,43,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
hCmEfxy-BXg,Is Big Tech Overrated in 2025? | Alex The Analyst Show Episode 28,2024-12-31 13:01:01+00:00,2092,9096,312,67,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
TtCBz1lutsY,Most Commonly Asked Questions by Aspiring Data Analysts,2024-12-24 13:00:39+00:00,718,16492,768,35,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
Ihmq-qeA5Pc,My Career Progression 7+ Years | Recreational Therapist to Data Analyst | Alex The Analyst Show 27,2024-12-17 13:30:12+00:00,2237,9175,393,126,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
wQQR60KtnFY,"Ultimate Data Analyst Bootcamp [24 Hours!] for FREE | SQL, Excel, Tableau, Power BI, Python, Azure",2024-12-10 05:00:49+00:00,84768,1132210,40905,1377,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Data analyst bootcamp,free data analyst bootcamp,data bootcamp,sql bootcamp,python bootcamp,excel bootcamp,bootcamp",27,hd,False
oHte3qFa-oY,"Learn AWS for Analytics in Under 2 Hours | S3, Athena, Glue, Glue DataBrew, Quicksight",2024-12-03 13:00:56+00:00,6097,45598,1150,45,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
P7p2OZj9ewU,"Learn Azure for Analytics in Under 90 Minutes | Azure Synapse Analytics, SQL Databases, ADF + More",2024-11-26 13:00:27+00:00,4637,25958,593,26,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
I0vQ_VLZTWg,"Learn Power BI in Under 3 Hours | Formatting, Visualizations, Dashboards + Full Project",2024-11-19 13:00:31+00:00,7518,733593,11523,341,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
tnz72ywhCoo,Coding with R and AI Now on Analyst Builder!,2024-11-12 13:01:10+00:00,501,6589,189,16,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
j8FSP8XuFyk,"Learn Tableau in Under 2 hours | Dashboards, Relationships, Visualizations + Mini Project",2024-11-05 13:01:16+00:00,5410,344878,5662,136,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
zXnQNytHCPM,"Learn Excel in Under 3 Hours | Pivot Tables, Lookups, Data Cleaning",2024-10-29 12:01:19+00:00,9516,164536,3599,115,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
osA1QpBcxRs,Nobody cares... so just do it!,2024-10-24 12:17:57+00:00,36,22900,2076,61,,27,hd,False
Mdq1WWSdUtw,"Learn Pandas in Under 3 Hours | Filtering, Joins, Indexing, Data Cleaning, Visualizations",2024-10-22 12:00:28+00:00,9607,132034,2831,90,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
CZt2BUpgjgw,Free Data Analyst Bootcamp 2024,2024-10-17 11:52:50+00:00,31,18324,1242,43,,27,hd,False
t1fQBD4B7xk,"Learn Python in Under 3 Hours | Variables, For Loops, Web Scraping + Full Project",2024-10-15 12:01:10+00:00,9121,70572,1656,57,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
OT1RErkfLNQ,Learn SQL Beginner to Advanced in Under 4 Hours,2024-10-08 12:00:27+00:00,14698,1450255,27442,974,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
rxyLC247h6E,AWS Quicksight | AWS Essentials,2024-10-01 12:00:58+00:00,730,38500,499,19,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
AycpRKyRagE,AWS Glue DataBrew and Glue | AWS Essentials,2024-09-24 12:00:16+00:00,2732,14741,215,13,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,aws glue,aws glue databrew,glue,glue aws,glue tutorial",27,hd,False
K2GfrERtliU,Amazon Athena in AWS | AWS Fundamentals,2024-09-17 12:00:24+00:00,1473,23245,374,12,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,aws athena,athena,athena tutorial",27,hd,False
xmVyaT-RuVo,Alex Freberg and Ben Rogojan Livestream | Everything Data Analytics and Data Engineering,2024-09-11 03:20:13+00:00,4516,6101,199,8,,27,hd,False
amb9bciHGSI,Landing a Data Job Course on Analyst Builder,2024-09-03 12:00:05+00:00,500,24239,826,96,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
hgaVi4sOHkM,S3 Storage in AWS | AWS Essentials,2024-08-27 12:00:47+00:00,878,17988,282,14,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,s3,s3 buckets,s3 tutorial,tutorial for s3,s3 bucket tutorial",27,hd,False
YSjbGET6R1A,AWS Setup and UI Walkthough | AWS,2024-08-20 12:00:41+00:00,441,21063,382,15,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,aws setup,aws account,how to setup aws,aws ui,aws ui walkthrough",27,hd,False
vDVcXXfc9e8,Getting Started in Azure Synapse Analytics | Azure Fundamentals,2024-08-13 12:01:05+00:00,1177,45351,596,19,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,azure,azure synapse,azure synapse analytics,synapse analytics tutorials,azure synapse tutorial",27,hd,False
Vg6ys_JvXzg,August Q/A Livestream! Come Ask Me Anything!,2024-08-09 15:17:26+00:00,5904,5376,222,18,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
sge9qTf8GdY,Getting Started in Azure Data Factory | Azure Fundamentals,2024-08-06 12:00:57+00:00,1471,61531,906,41,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,azure,azure data factory,azure data factory tutorial",27,hd,False
9ur0OpMADuM,How to use Azure SQL Databases | Azure Fundamentals,2024-07-30 12:00:10+00:00,826,66241,1074,35,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,azure,azure sql databases,sql databases in azure",27,hd,False
UTMuL_86gSQ,Complete Data Analyst Roadmap on Analyst Builder | Become a Data Analyst Faster!,2024-07-25 12:00:34+00:00,367,63439,1765,167,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
sEImMaovc1Q,Blob Storage and Storage Accounts in Azure | Azure Fundamentals,2024-07-23 12:01:00+00:00,941,23752,415,14,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,azure storage accounts,azure storage,azure,azure storing data",27,hd,False
ZYps6TmBkWk,Azure Account Setup + $200 Free Credits | Azure Fundamentals,2024-07-16 12:00:38+00:00,397,36170,658,31,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,azure,azure setup,azure ui,azure walkthrough",27,hd,False
zv1nfZTYpio,Building a Fully Interactive Web App using Shiny for Python,2024-07-09 12:01:07+00:00,3592,18721,412,25,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,shiny project,shiny full project,shiny tutorial",27,hd,False
rn0dSsYXhIE,Shiny for Python Components and Layouts | Customizing You Web App,2024-07-02 12:01:00+00:00,1448,6778,183,13,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,shiny,shiny components,shiny layouts,shiny tutorials",27,hd,False
siHou7lObbo,Shiny for Python Setup and Install | Deploying First Shiny App,2024-06-25 12:00:53+00:00,864,16906,386,41,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,shiny,shiny for python,python shiny,shiny for python setup,shiny setup",27,hd,False
wJiJXD7MVoY,Is the Economy on the Brink of a Recession? | Let's Look at the Data!,2024-06-18 12:00:06+00:00,1279,13870,809,130,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,economy,economic data,how is the economy doing,economy data,data about economy,will economy get better,will economy get worse",27,hd,False
BzwAZ1k3WEY,Top 5 Most Common Excel Functions in Excel,2024-06-11 12:00:10+00:00,1007,10304,406,9,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
5q2u8__sVhs,5 Awesome Excel Functions You've Probably Never Heard Of,2024-06-04 12:00:09+00:00,844,7089,246,17,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
UJbNEH0_nGY,How to Create Custom Functions in Excel | Lambda Functions,2024-05-28 12:00:23+00:00,994,9504,265,12,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
oz2K4HUNMW4,Top 5 Most Popular Functions In Microsoft Excel,2024-05-21 12:00:53+00:00,992,17985,470,27,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,Excel,Microsoft Excel,Functions in excel",27,hd,False
Y-4ri9QjsTI,Infrastructure of Analyst Builder | Entire Tech Stack | Part 3,2024-05-14 12:00:28+00:00,2740,7523,93,10,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
F5v2dRYU5IA,2 Hour Data Analyst Interview Masterclass | Interview Better Than The Competition,2024-05-07 15:16:53+00:00,7480,143768,4299,101,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
_R6K1aNtKpE,Challenges of Creating Analyst Builder | Challenges of a Startup | Part 2,2024-05-07 12:00:30+00:00,2707,2662,65,11,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
5tKmTdvEAVk,How We Started Analyst Builder | How We Created It | Part 1,2024-04-30 12:00:07+00:00,1367,6989,216,35,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
QYd-RtK58VQ,MySQL Exploratory Data Analysis | Full Project,2024-04-23 12:00:21+00:00,1964,179306,4118,186,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
c5ko0sedE7k,750k Subscriber Livestream! | Giveaways | Songs | Q/A,2024-04-18 18:35:41+00:00,4996,5212,229,13,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
4UltKCnnnTA,Data Cleaning in MySQL | Full Project,2024-04-16 12:00:05+00:00,3071,449305,9339,1235,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
BV5ckMNNvi4,How to get Promoted as a Data Analyst | Alex The Analyst Show Episode 26,2024-04-09 12:00:08+00:00,3374,9406,294,87,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
QMUZ5HfWMRc,Triggers and Events in MySQL | Advanced MySQL Series,2024-04-02 12:00:19+00:00,882,165957,5179,189,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
7b8ViCqD9JM,How to give up on the job search fast,2024-03-27 12:19:35+00:00,52,32160,2303,37,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
7vnxpcqmqNQ,Stored Procedures in MySQL | Advanced MySQL Series,2024-03-26 12:00:12+00:00,757,176778,3250,103,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
uEk07jXdKOo,Temp Tables in MySQL | Advanced MySQL Series,2024-03-19 12:00:56+00:00,466,114960,2353,82,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
UC7uvOqcUTs,CTEs in MySQL | Advanced MySQL Series,2024-03-12 12:00:23+00:00,631,200135,3167,94,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
1KEbiqRWOkA,7 Mistakes to Avoid During Your Data Analyst Job Search,2024-03-05 13:00:01+00:00,714,20453,759,50,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
UOBTLzWY1vs,#DataAnalyst #AnalystBuilder #SQL,2024-03-01 13:43:29+00:00,38,23957,1575,19,,27,hd,False
8zOkBTs0yxs,Q/A Livestream | February Livestream | Ask Me Anything!,2024-02-29 17:10:18+00:00,5697,5701,189,7,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
7NBt0V8ebGk,Window Functions in MySQL | Intermediate MySQL,2024-02-27 13:00:08+00:00,809,237197,6236,166,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
FGC0cCAgGu0,Twitter making me tear up over here 🥹,2024-02-23 13:34:27+00:00,16,8530,320,12,,27,hd,False
Vj6RqA_X-IE,Subqueries in MySQL | Intermediate MySQL,2024-02-20 13:00:32+00:00,661,195683,3068,111,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
RYIiOG4LsvQ,Case Statements in MySQL | Intermediate MySQL,2024-02-13 13:00:19+00:00,533,175635,3027,143,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
5y7tLNPVJPA,We did our best,2024-02-08 13:59:09+00:00,9,8179,252,5,,27,hd,False
_nf56aMPdZE,"Microsoft Copilot Full Review | AI in Word, PowerPoint, Excel and More!",2024-02-06 13:00:35+00:00,1485,88668,1042,52,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
XbDRYzYUmMo,Top 5 Emerging Trends in 2024 | CareerFoundry Webinar,2024-01-30 17:30:05+00:00,4496,13529,474,10,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
KRXSJb9ql1Y,String Functions in MySQL | Intermediate MySQL Series,2024-01-30 13:00:17+00:00,714,196833,3315,97,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
iTQW_nDp938,Unions in MySQL | Intermediate MySQL,2024-01-23 13:00:41+00:00,442,189503,3276,102,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
lXQzD09BOH0,Joins in MySQL | Intermediate MySQL,2024-01-16 13:00:42+00:00,1031,414339,5725,221,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
xtC3212t4hI,Is my background in Data Analytics?,2024-01-15 14:22:09+00:00,57,34491,2248,33,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
KZKizyBS9YM,Solving VERY HARD SQL Interview Questions on Analyst Builder,2024-01-11 13:00:16+00:00,1023,26783,644,23,"Data Analyst Career,Data Analytics,Alex The Analyst,Analyst Builder,Analyst Builder Questions,Analyst Builder Courses,SQL Technical Interview Questions,SQL Interview Questions,SQL Questions,hard sql interview questions,Easy sql interview questions,medium sql interview questions,interview questions,technical interview questions,technical interview practice,sql technical interview practice website,website to practice for technical interviews",27,hd,False
I0_ca6iyo6w,Solving HARD SQL Interview Questions on Analyst Builder,2024-01-09 13:00:24+00:00,1286,35151,713,37,"Data Analyst Career,Data Analytics,Alex The Analyst,Analyst Builder,Analyst Builder Questions,Analyst Builder Courses,SQL Technical Interview Questions,SQL Interview Questions,SQL Questions,hard sql interview questions,Easy sql interview questions,medium sql interview questions,interview questions,technical interview questions,technical interview practice,sql technical interview practice website,website to practice for technical interviews",27,hd,False
GZS7AgQ4Ksg,Hard Skills vs Soft Skills,2024-01-08 13:06:02+00:00,30,17909,1065,7,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
fT-8mRf_-Hk,Solving Medium SQL Interview Questions on Analyst Builder,2024-01-04 13:00:28+00:00,744,38631,858,50,"Data Analyst Career,Data Analytics,Alex The Analyst,Analyst Builder,Analyst Builder Questions,Analyst Builder Courses,SQL Technical Interview Questions,SQL Interview Questions,SQL Questions,hard sql interview questions,Easy sql interview questions,medium sql interview questions,interview questions,technical interview questions,technical interview practice,sql technical interview practice website,website to practice for technical interviews",27,hd,False
ZHaYOC0H5KE,Solving Easy SQL Interview Questions on Analyst Builder,2024-01-02 13:00:25+00:00,738,74259,1591,60,"Data Analyst Career,Data Analytics,Alex The Analyst,Analyst Builder,Analyst Builder Questions,Analyst Builder Courses,SQL Technical Interview Questions,SQL Interview Questions,SQL Questions,hard sql interview questions,Easy sql interview questions,medium sql interview questions,interview questions,technical interview questions,technical interview practice,sql technical interview practice website,website to practice for technical interviews",27,hd,False
K0-8G3DgjA4,How I Would Become a Data Analyst if I had to Start Over in 2024 | 6 Month Plan,2023-12-26 13:00:10+00:00,661,451468,17458,540,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,become a data analyst,how to become a data analyst,what is a data analyst",27,hd,False
ZnAydTqCtFU,Limit + Aliasing in MySQL | MySQL Beginner Series,2023-12-19 13:00:24+00:00,237,203493,3788,120,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
qPOmj22QX04,Practice SQL and Python right on your Phone!,2023-12-13 16:12:42+00:00,28,10930,640,20,,27,hd,False
XD1ul5fpnGI,Analyst Builder Full Launch! | The Learning Platform Built for Data Analysts,2023-12-12 13:00:21+00:00,987,26125,1035,112,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
kifhSqep9UM,Analyst Builder Full Launch LiveStream | 20% Off Code & Giveaways,2023-12-11 19:04:05+00:00,16464,12095,475,14,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
dCNjUOc1cBY,Having vs Where in MySQL | Beginner MySQL Series,2023-12-05 13:00:35+00:00,226,243857,4153,69,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
lEjmgE-hogg,#Excel is Frustrating,2023-11-29 18:00:02+00:00,47,13166,796,11,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
qxj3dx0c7RM,7 Mistakes to Avoid in Your Data Analytics Job Search | CareerFoundry Webinar,2023-11-28 17:36:39+00:00,4297,14340,430,11,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
zgYqUP_PhQo,Group By + Order By in MySQL | Beginner MySQL Series,2023-11-28 13:00:57+00:00,646,325279,5371,120,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
MARn_mssG4A,Where Clause in MySQL | Beginner MySQL Series,2023-11-21 13:00:24+00:00,747,354561,5494,174,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
TGAUZQJaQbQ,Why Data Analysts Hate Using Excel,2023-11-14 13:00:21+00:00,444,26662,970,139,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
HYD8KjPB9F8,Select Statement in MySQL | Beginner MySQL Series,2023-11-07 13:00:11+00:00,660,553520,6760,238,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
wgRwITQHszU,Installing MySQL and Creating Databases | MySQL for Beginners,2023-10-31 12:00:54+00:00,724,1561374,19516,2210,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
1LG65qXfeQY,Python Beginner to Advanced in One Hour | CareerFoundry Webinar,2023-10-26 16:30:05+00:00,4709,27528,991,12,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
QzLz-W29Tww,How to Start a Data YouTube Channel,2023-10-24 12:00:30+00:00,657,10209,444,45,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
ukIUVW2E-n0,600k Livestream! | Analyst Builder Giveaways | Songs | My Mom is Joining!,2023-10-20 16:18:10+00:00,5107,5172,237,11,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst,livestream",27,hd,False
aofB2t5o2ao,Consulting and Freelancing in Data Analytics | ATA Show: Episode 25,2023-10-17 12:00:04+00:00,4443,23673,886,292,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
-DwpkgtJjGw,Data Analyst vs Business Analyst,2023-10-13 13:37:21+00:00,59,185176,8670,64,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
h4KTy2wxYcQ,First Look at Analyst Builder! | The All-in-One Platform for Data Analysts | Beta Launch Coming Soon,2023-10-10 12:00:36+00:00,1311,32417,852,212,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
LaRXtE4OG9A,#DataAnalysis #DataAnalyst #DataRealities,2023-10-09 12:11:16+00:00,40,37788,2086,27,"Data Analyst,Data Analyst job,Data Analyst Career,Data Analytics,Alex The Analyst",27,hd,False
